text,product
"Opa Léo bom vídeo mas notei uma informação incorreta,ou se eu estiver errado me perdoe, mas não é  preciso ter 300 reais pra converter e investir,eu invisto com menos de 300 reais,",Conta Internacional
"Entrei na Nomad quando a empresa ainda estava começando. Sempre que posso, gosto de compartilhar minha experiência — principalmente para alertar outras pessoas sobre o que realmente acontece por trás da imagem da marca. Em resumo: falta profissionalismo. E essa falta me trouxe diversos problemas e prejuízos ao longo do tempo.  Para começar, em determinado momento, a Nomad decidiu encerrar o uso da bandeira Mastercard e deu um prazo de apenas 1 a 2 meses para que todos os clientes trocassem seus cartões. E se você estivesse fora do Brasil? “Problema seu”. Isso vindo de uma empresa que se chama Nomad — e ironicamente acabou prejudicando justamente os nômades digitais. Fiquei um ano sem cartão físico, até voltar ao Brasil. A minha sorte foi já possuir cartões de outras instituições sérias, o que me salvou durante esse período.  Outro exemplo foi o fracasso das “carteiras temáticas” na plataforma de investimentos. A ideia era simples: eles cuidavam dos investimentos seguindo determinados temas, e você pagava uma taxa reduzida de corretagem. O resultado? Algumas carteiras evaporaram em perdas expressivas. A solução? Silêncio e descontinuação do projeto.  O caso mais frustrante aconteceu quando, antes da minha saída fiscal do Brasil, perguntei ao suporte da Nomad se haveria algum problema em manter minha conta mesmo como não residente. A resposta foi clara: eu poderia manter a conta normalmente, apenas sem movimentar BRL. Confiei na informação, e por isso aportei ainda mais dinheiro na plataforma — justamente pela praticidade de ter um suporte em português, entre outras facilidades.  Anos depois, ao solicitar um novo cartão (substituindo aquele que haviam cancelado) e perguntar sobre os benefícios da versão premium, fui surpreendido: recebi uma notificação dizendo que, por não ser mais residente no Brasil, eu deveria encerrar minha conta imediatamente. Nada de explicações, nada de diálogo — apenas o aviso seco de que eu deveria liquidar todos os meus investimentos e transferir tudo para outra instituição. Para piorar, se recusaram a transferir os valores em dólar, exigindo a conversão forçada para BRL e envio para um banco no Brasil. Por sorte, pelo menos nisso eles conseguiram me respeitar e enviaram para outro banco no US.  Foi desgastante. Perdi dinheiro e, principalmente, tempo e paz. Meu conselho? Não invista na Nomad. Uma empresa que não honra nem o próprio nome dificilmente vai respeitar o seu.",Conta Internacional
O valor mínimo de 300 reais para converter o dinheiro prejudica muito,Conta Internacional
"FUJA DOS DIVIDENDOS NOS EUA! Você sabia que os dividendos americanos são TAXADOS nos EUA em 30% e, também, no Brasil em 15%? Será que devemos fugir dos ativos com DIVIDENDOS?",Investimentos no Exterior
"Fiqueinc raiva ontem, com essa mudança do IOF eles ja alteraram ontem mesmo, sendo que o cenário ainda estava nebuloso, hoje já estão falando em voltar atras quanto a esse aumento, e a Nomad nao perdeu tempo e já alterou ontem! O dinheiro que eu tenho la nao mexo mais,minha carteira vai ficar parada até um dia eu poder transferir pra Interactive Brokers ou pra AUVP, mas lá não deposito mais nada. Ontem a noite ainda comprei com a Wise sem o aumento do IOF",Investimentos no Exterior
Eu usei o chip na nomad em Portugal  espanha e Itália foi ótimo,Conta Internacional
"Sou iniciante e gostaria de saber se consigo transferir $ do Banco do Brasil com facilidade. Parabéns pelo seu canal, é excelente. Em breve serei membro efetivo.",Conta Internacional
Obrigada sempre trazendo informacoes uteis! Ja eu estou saindo da nomad...não dá p tirar a aproximação do cartão o q eh bem perigoso...o demonstrativo de ir eh sempre o último a chegar..tipo 1 mês depois e qdo a gente pede p enviar logo dizem q não eh obrigação deles...e  de mais a mais não tem nenhum contato pessoal...não confio...imaginem então qq questão sucessória.. uma pena esses problemas pois o aplicativo eh maravilhoso..o mais user friendly q já vi ;-),Conta Internacional
"Sou cliente da Nomad e estou muito satisfeito.  Usei o chip deles em outubro de 2024 na França, Portugal, Inglaterra e Espanha sem problemas.",Conta Internacional
Obrigada pela dica ..Vou usar na Europa e já estava preocupada se funcionaria 🎉,Conta Internacional
Poderia me passar mais informações sobre o chip deles? O tempo de uso dele é limitado? Ele é gratuito? Paga alguma taxa? Precisa recarregar todos os meses? Depois da viagem vc cancela ou fica usando normalmente?,Conta Internacional
"Você ganha um 1g se já utiliza a Nomad para investimento. Você ativa o chip apenas no período da viagem e depois ele expira. Caso queira comprar mais pacotes você precisa ter dólares disponíveis na conta para pagar. O uso diário é limitado, não recomendo se vc utiliza muito a internet em seu celular. A partir de 1g ela fica mais lenta",Conta Internacional
Eu invisto 50 reais converto e mando pra conta investimento normal......,Conta Internacional
Poderia me passar mais informações sobre o chip deles? O tempo de uso dele é limitado? Ele é gratuito? Paga alguma taxa? Precisa recarregar todos os meses? Depois da viagem vc cancela ou fica usando normalmente?,Conta Internacional
1G da pra usar legal?,Conta Internacional
"Os fundos selecionados não são carteiras escolhidas pela Nomad, são 3 ETFs distintos. Tenho o conservador e é um ETF de títulos do governo americano apenas. COm certeza uma ótima opcão, condizente com o nome dado ao ""fundo"".",Investimentos no Exterior
"Para transferir da conta corrente Nomad para o investimento, o valor mínimo é de 50 dólares.",Investimentos no Exterior
Já está atrasado quanto ao IOF😢😢,Investimentos no Exterior
"Boas amigo, sou seguidor e procuro sempre seguir suas dicas de investimento. Eu usei o chip E-sim da Nomad e gostei muito, melhor que o chip E-sim Vodafone que me deixou na mão em várias vezes. Usei em Barcelona, Madri, Lisboa e Porto, foi normal e não tive problemas. Só em Marrocos que ele não funcionou.",Conta Internacional
"Obrigada pelo vídeo! Se puder fazer um vídeo explicando sobre portabilidade do portfólio para a Nomad, eu agradeço!",Investimentos no Exterior
Faltou explicar como funciona o cashback do cartão de crédito. É 1% de cashback?,Conta Internacional
Uso a nomad. Muito bom. Compra de dólares com conversão instantânea.  Pedi cartão de débito chegou no dia seguinte.,Conta Internacional
"A Nomad tem mais um ponto positivo: a partir de US$25.000 investidos você tem acesso à uma consultoria gratuita, pra discutir sua carteira, seus ativos e seus objetivos, SEM empurrar produtos.",Investimentos no Exterior
agora a transferência mínima e 300 reais,Conta Internacional
"A medida dos 3,5% ia passar a valer hoje, mas ontem eles já colocaram e ainda aumentaram o valor da transferência que está a 5,71, e colocaram 5,85 - sem taxas.",Investimentos no Exterior
"Sobre o ship da nômade, é importante afirmar que não cobre a Ásia.",Conta Internacional
"Comecei a investir em ETFs recentemente e estava na dúvida entre a Nomad e a Avenue, na minha opiniao se a Wize seguisse os passou e ideias da Nomad, n teria nem concorrencia, pois as taxas da Wize são mto melhores. Acho q a Nomad abusa bastante nessas conversoes, mas n tem mto oq fazer.",Investimentos no Exterior
"Importante ressaltar que agora com o IOF serão 2,4% de imposto a mais na conversão para dolar + 2,4% na conversão de volta para real + 15% de imposto sobre o lucro na venda da ação (Antes do amor era isento abaixo de 35 mil).",Investimentos no Exterior
Depois das taxas não vale mais a pena.,Investimentos no Exterior
"Mas, o governo não voltou atrás?",Investimentos no Exterior
Unica coisa foda que achei da nomade e que a movimentacao minima antes era 50 agora e 300 fica fora da curva pra eu investir 300 reais todo mes la,Conta Internacional
"Pessoal uma dúvida que tenho aqui. Abri a conta ma Nomad para fazer uma viagem para o Chile, posso utilizar o cartão livremente lá certo? Todas as taxas (IOF’s) são convertidos na hora?",Conta Internacional
"vixe, vai ter que refazer o video, iof ja vai mudar kkk",Investimentos no Exterior
"A minha conta está cobrando 3,5 de taxa",Conta Internacional
"O IOF agora é de 3,5%, tanto para a conta corrente quanto para a conta de investimento. Esse Brasil está complicado 😂",Investimentos no Exterior
"Eu pensei em sair da Avenue e ir para Nômade, mas a Avenue tem alguns investimentos a mais! Pouca coisa!",Investimentos no Exterior
fala Leo estou comecando a acompanhar seus videos e gostando bastante. parabens pelo conteudo! Uma duvida da nomad que sempre tive eh em relacao a importancia de se deixar um outro responsavel na conta para caso aconteca algo conosco. Tem um documento acho que a sigla eh TOD (Transfer on Death). Queria saber a importancia dele ou algo semelhante para quem tem conta nomad e quer evitar pagar impostos muito altos quando for transferir a conta para outra pessoa.  Acho que esse assunto eh algo que muitos ignoram.,Investimentos no Exterior
Parece que o ALL IN Dólar tem suas complicações: 0.38% -> 3.5% de IOF. Continuem no ALL IN Dólar que minha carteira totalmente diversificada permanece no Green!😂,Investimentos no Exterior
"Um ponto negativo da Nomad é na aplicação em Bonds. Já na transferência de dólar para a conta investimento de Bonds, vc tem que esperar vários dias até o dinheiro estar liberado para investir. Depois, tive que depositar R$6.000 (o app não aceitou depósito de US$1.000). Quando comprei um bond (+/- US$894), restaram US$75 que o app não me deixou movimentar essa quantia que sobrou; não podia aplicar em Bonds e nem transferir para a conta investimento. Só com a intervenção do suporte é que liberou para transferir para a conta investimento, depois de, se não me engano, 3 dias úteis americanos. Um desestímulo para aplicar em Bonds!",Investimentos no Exterior
"Só uma correção Léo... Os fundos selecionados, na verdade são ETFs. O conservador é o TFLO; o moderado é o AOK; e o arrojado é o AOM. Top o vídeo, um abraço! Ah... E o IOF aumentou pra 3,5%, o amor venceu...",Investimentos no Exterior
Boa noite mas aumentou a transferência mínima é 300 agora.,Conta Internacional
"Também achei uma bosta… to convertendo 300 pila sempre que o dolar baixa, aporto o que tinha reservado pra cada mês. E o que sobra vai ficando como caixa pros próximos aportes",Conta Internacional
Como assim? eu converti 50 reais hj normalmente,Conta Internacional
O cara postou o vídeo  E em horas já ficou desatualizado,Investimentos no Exterior
Quem tem conta individual na Avenue pode ativar a opção TOD (Transfer on Death); onde escolhe os beneficiários para fins sucessórios; assim após a morte do titular não precisa ir trás advogados para realizar o inventario no exterior....  O Inter (Global) não tem essa opção nem a conta conjunta. A Nomad  tem TOD apenas para contas investimentos. Só solicitar o envio do formulário TOD pelos canais de atendimento sem custo... Mais um ponto para Nomad 😍,Investimentos no Exterior
Não é porque os Bonds tem valor minimo?,Investimentos no Exterior
Eu não recomendaria BONDs.,Investimentos no Exterior
"@rafaelnunes3628  Sim, o valor mínimo é de US$1.000. Achei o app complicado para aplicar em Bonds. Experiência desagradável, o dinheiro fica parado 3 dias úteis americanos. E ainda perdi um tempão com o suporte para ele liberar o excedente da conta Bond para transferir para conta investimento. Inexperiência de principiante. rsrs",Investimentos no Exterior
"Também passei por isso, bem desconfortável. Mas acabou que depois de um tempo lá com os bonds, como nossos investimentos são baixos, vi que a rentabilidade não vale a pena, tem etf melhor pra investir.",Investimentos no Exterior
"Deixa ver se entendi, se eu fizer algum investimento, e depois precisar retirar para a conta, não vou coseguir, é isso mesmo?",Investimentos no Exterior
"​ @albavaleria1768 a nomad tem uma bizarrice que as contas de investimentos de etfs e ações é separada da conta de investimento de bonds. Ao fazer a conversão você tem que escolher pra qual investimento o dinheiro vai. A conta de bonds aceita um mínimo de conversão de 6000 reais e só é possível comprar cotas cheias de bonds (1, 2, 3...). Assim, é quase impossível você converter exatamente a quantia de dólares para comprar quantias exatas de cotas, e sempre vai sobrar alguns dólares. Esses dólares que sobram ficam presos na conta. Você não pode investir porque não consegue comprar uma cota e a nomad não deixa você transferir o dinheiro porque ele foi convertido e não foi utilizado em nenhum investimento previamente 🤡",Investimentos no Exterior
@albavaleria1768  O que aconteceu comigo foi só no investimento em Bonds. Tive que solicitar ao suporte Nomad para liberar o valor excedente para transferir para a conta investimento. Nos outros investimentos o funcionamento do app é muito tranquilo.,Investimentos no Exterior
"Nomad sem duvida. Eu tinha meus ativos no inter, pedi transferencia para a nomad e foi um desastre. mais de 3 meses, meus ativos ficaram congelados, e o inter ainda vendeu as fraçoes das acoes a mercado sem minha permissao. fora a taxa de 75 dolares pra fazer isso. a nomad reembolsa parte, mas nao tem nem comparacao. fora que o spread que vc consegue com a nomad é menor do que do inter, o que a longo prazo fica bem mais barato comprar os dolares na nomad",Conta Internacional
​ @brunobhc0207 Oi! Vc pagou $75 por posição OU $75 para transferir toda a sua carteira? Obrigado!,Conta Internacional
"Léo, você enfatizou bastante que com apenas 1 dólar você já investe, mas a transferência mínima para investir e converter para dólar é de R$ 300,00 reais , ou U$ 50,00 dólares. Ele não converte mais 50,00, só a partir de 300,00 reais.",Investimentos no Exterior
"Será q ainda vale a pena com esse iof de 3,5%?",Investimentos no Exterior
"Uma dica q eu queria logo q comecei a investir 😂😂😂😂 Qnd for reverter seus lulas pra trumps, coloque direto na conta de investimento 😂😂😂 Fiz a cagada de colocar na conta e depois na conta investimento, fui seguir um ""influencer pobre"" aí, q ganha comissão, e entendi q aquilo é uma put⁴ burrada. A gente q tá no Brazil e tem a intenção de investimento, faça a transferência direto pra conta de ações!",Investimentos no Exterior
Uso a NOMAD como banking e investimento e gosto muito. A única coisa que mudaria é o câmbio separado para renda fixa e variável. Não faz sentido e não é possível transferir de um para o outro.,Investimentos no Exterior
Já usei o Nomad chip nos EUA e funcionou muito bem!,Conta Internacional
Com o aumento absurso do iof investir la fora ficou bem caro,Investimentos no Exterior
"Uso Nomad, mas tenho Inter corretora, mas  pela conta global e acesso no computador, creio que a Nomad precisa mudar isso a favor dos seus clientes.",Conta Internacional
"Excelente vídeo, MAS, ele já está desatualizado na parte de IOF para envio de recursos ao exterior, de 1,1% para 3,5%. Seria uma tentativa de controle cambial pelo Governo? Editado: “Parece que o Governo voltou atrás em algumas medidas de aumento do IOF” - Resumo da história: “BRASIL, um país só para AMADORES!”",Investimentos no Exterior
"Na conta investimento era 200,00 se não me engano, por um tempo passou pra 50,00, ótimo, agora virou 300,00, muito ruim. @nomad ajuda a gente…!!!",Investimentos no Exterior
"Boa noite Leo. Eu usei o chip na Argentina, e deu tudo certo, sem nenhum problema.",Conta Internacional
Antes era realmente 50 reais agora que aumentou,Investimentos no Exterior
Estou igual pequeno ainda e até agora nada a reclamar só o cartão de crédito que tou na analise 3 meses e nada 😅,Conta Internacional
Pq? Tenho conta nas duas mas ainda não fiz remessa pra avenue. Compensa ficar só na nomad então?,Investimentos no Exterior
"Tenho conta na Avenue há 4 anos,era muito boa,10 corretagens gratuíta,bom atendimento,tudo isso até o Itaú chegar,aí passou para 3 corretagens mensais grates,agora acabou e atendimento demorado e ruim,imagina a hora que o Itaú comprar os outros 50%. Já a Nomad tem corretagem zero e sem falar no cartão de crédito visa​ explore @leonardofabris2498",Investimentos no Exterior
"Eu também invisto pela Nomad, apesar de achar pelo Banco Inter mais fácil, pois lá é meu banco e corretora.",Investimentos no Exterior
"Povo paga 30% só em dividendos lá fora mas acha tudo de bom.....  e se acontecer algo enquanto o dinheiro estiver lá, a família vai pagar e muito para ter o direito de reaver a grana. Não gosto de pagar mais impostos mas ficar indo atrás de terrorismo político é bobagem.",Investimentos no Exterior
"Eu já utilizei o nomad chip nos EUA, funcionou normal muito bom Utilizei também o nomad lounge para 2 , tudo ok, estou no nível 4",Conta Internacional
"Não entra acompanhante até o nível 3,nem pagando",Conta Internacional
"Infelizmente o governo veio com essa palhaçada de aumentar o IOF, agora qualquer câmbio para o exterior vai ser de 3,5%.",Investimentos no Exterior
Esse aumento no IOF hoje vai pesar no bolso,Investimentos no Exterior
"IOF aumentou, investir no exterior precisará de uma Boa pesquisa e não comprar no embalo dos outros",Investimentos no Exterior
Faz um vídeo do no iof. Quanto vai impactar nos investimentos. Valeu!,Investimentos no Exterior
"Esse aumento de IOF para 3,5% para transferir dinheiro para o exterior é uma balde de água gelada para continuar investindo lá fora,  que governo mais infeliz.",Investimentos no Exterior
"Fala Léo, muito bom o conteúdo. Faz um vídeo pra gente desse aumento do IOF anunciado hj pelo governo, como ele pode ou não afetar os investimentos no exterior. Parabéns pelo canal.",Investimentos no Exterior
"Leo só pra ajudar aí nas informações. O BTG cobra 2,1% de spread. Sou correntista do banco e fiz o questionamento sobre a taxa pois 6% é muito alto, pois queria operar com o BTG no mercado americano. Não sei pq eles mantém está informação no site deles de 6%,pois isso ""espanta"" qualquer investidor. Porém a taxa cobrada é 2,1% para qualquer operação. Obviamente volumes grandes pode mudar. Abraços",Investimentos no Exterior
"É Léo, não está valendo mais a pena corretora nenhuma, o Brasil acabou de matar os investimentos no exterior, eles venceram, vou zerar posição e voltar com o dinheiro pro Brasil",Investimentos no Exterior
Usei o chip nos Estados Unidos . Funcionou muito bem .,Conta Internacional
"Uso a NOMAD e estou satisfeito até ao momento. Fiz viagem internacional no final de março e usei a Sala VIP da NOMAD e tive acesso gratuito para mim e para a minha esposa, bastou informar o CPF de cada um. Não sei se isso é diferencial, mas sou nível 2 e possuía o Cartão de Crédito Black recentemente. A Sala VIP deles é muito boa, muito melhor que a da VISA.",Conta Internacional
Valia muito a pena a conta de investimentos mínimo era 50 reais agora é 300 sai fui pro Inter,Investimentos no Exterior
"É claro que afeta, você já perde mais logo na transferência do dinheiro.",Investimentos no Exterior
"Vou vai fazer um investimento no exterior que te paga na faixa de 6%aa por exemplo, mas logo de cara o governo leva 3,5% , essa é a minha conclusão",Investimentos no Exterior
"@alberislindoso7014  para investimentos no exterior o iof foi de 0,38 para 1,1%!   3,5% são para as contas corrente (banking) no exterior",Investimentos no Exterior
"@alberislindoso7014  3,5% é o imposto cobrado para a conta-corrente internacional. Para a conta investimento, o IOF é 1,1%.",Investimentos no Exterior
Estão subiu de mais  De 50 para 300 complicado,Investimentos no Exterior
"Não falou do Risco Brasil, é possível com uma canetada bloquearem todas as contas dos BRs lá?",Investimentos no Exterior
"Obrigado pelas informações! Terá que atualizar o IOF, a partir de amanhã (23/05/2025) governo aumentou o IOF. Taxad em ação.",Investimentos no Exterior
Nomad é muito boa principalmente p quem investe pq a corretagem zero faz toda diferença e como sou nivel5 1% no spread ajuda demais por ser a menor taxa,Investimentos no Exterior
"Gosto da nomad,  mas tenho uma dúvida,  como sacar o dinheiro dos  dividendos?",Investimentos no Exterior
Prefiro ficar na minha mesmo passfolio ...si essa daí ao menos aceitasse investir nos bonds Aparti de 1 dólar até trocava kkk,Investimentos no Exterior
Eu fui tentar comprar ETF agora pouco e descobri q s9 pode comprar com o mercado aberto kkkk.. ai la tem q opcao de COMPRA/VENDA programda.. onde vc pode escolher comprar ou vender qdo o ativa alça um valor específico... Achei interessante,Investimentos no Exterior
"Uso a NOMAD e recomendo. App completo,nao tem taxas de corretamente e o cartão de debito internacional e sensacional,TOP!",Conta Internacional
Boa noite. Acho q só é permitido reinvestir,Investimentos no Exterior
Tem como eu enviar dinheiro do nomad em dólar para o transbank no Chile?,Conta Internacional
"Bom dia!eu ainda fiquei com uma dúvida que é a seguinte:Uso o cartão só como reserva para viagens,mas estou ainda engatilhando neste processo de investimento.Gostaria de saber se é possível investir o dinheiro e depois no dia da viagem resgatar.",Investimentos no Exterior
Gostaria de um vídeo como inverti no esterio ou até mesmo comprar em dólar 💵💲💵💲,Investimentos no Exterior
"💥Oque Ninguém fala💥  A conta Nomad De  investimento será 🔒Bloqueada 🔒  Se vc fizer mais de 📍3 operação dentro de 5dias A minha foi bloqueada por 90 Dias , estou com meus investimentos 🔒preso sem poder reinvestir os dividendos e perdendo oportunidades de negócio por causa desse aviso que a Nomad e nen outras corretora ou ate mesmo os Youtuber não fala , estou procurando video sobre assunto e não acho, por isso estou alertando as pessoas, fiz apenas 3 compras e 1 venda que arrependi da compra e fui bloqueado pq completou as 4 transação",Investimentos no Exterior
Moro aqui nos eua e tenho conta no Bank of America e quero depositar dólar na minha conta da nomad mas não sei como fazer alguém pode ajudar,Conta Internacional
"Bom dia meu nobre, acabei de abrir uma conta e usei o seu código promocional, me tira uma dúvida, para transferir de volta dinheiro para a minha conta brasileira, é cobrado alguma taxa?",Conta Internacional
Quem.fizer saiba que vc ganha 2 % porem se vc for converter pra real dimovo vai perde tudo novamente e uma pegadinha isso,Investimentos no Exterior
"Esse Banco deu sumiço com o meu dinheiro, aceitam pix só pra enviar o dinheiro pra conta deles, mas quando a pessoa precisa transferir o dinheiro pra conta, não tem opção pix, só com transferência bancária, até hoje nada do meu dinheiro pra outra conta, é estranho não ter nem extrado de transferência, já estou vendo onde está o golpe",Conta Internacional
Eu quero usar a Nomad apenas para receber em dólar 💵. Porque o banco do Brasil tá foda de receber em dólar 💵. No dia 24/04/2025 eu recibe 424 dólar até hoje o banco do Brasil não liberou ainda hoje é 28/05/2025 e nada ainda,Conta Internacional
Eu fiz a conta e vou usar para investir,Investimentos no Exterior
"IOF em junho de 2025 3,5%, aguenta esta pancada?",Investimentos no Exterior
"Qual melhor conta para quem vai trabalha fora depositar e receber em dollar , fazer conversao dollar para real ?",Conta Internacional
Uma pergunta por que que pra adicionar é imediato e pra retirar leva até 3 dias,Conta Internacional
"É que o PIX é um sistema Brasileiro amigo, já a transferência de banco americano para o banco jo Brasil segue o procedimento dos EUA, já recebeu? Vi relatos que leva em media 10 dias uteis para o dinheiro cair",Conta Internacional
Da pra usar a conta nomad como principal aqui no brasil? É seguro?,Conta Internacional
"O que esses influencers nao te contam: Tenho conta na nomad e acho uma plataforma ruim demais. Você perde  dinheiro em toda movimentação, na conversao pra dólar é muito injusta lá, pra quem aplica pouco e você perde muito tempo porque pra toda transferência você tem que esperar 1, 2, 3 dias úteis, é isso mesmo, nada lá e imediato, mesmo o pix. Em tudo tem que esperar dias pra vc ver seu próprio dinheiro na sua mão.",Conta Internacional
Uma duvida ser eu deixa um dinheiro na conta da nomad vai ser igual a poupança vou ganhar um pouco o juros  ?,Investimentos no Exterior
Mas da pra usar ele como conta normal ?,Conta Internacional
cheguei de MIAMI com $200 dólares posso usar no BRASIL em qualquer loja que vai ser convertido em real ?,Conta Internacional
"Esta conta pode ser depositado em dolar tambem, por exemplo meu filho mora nos Estados Unidos e pode depositar nesta conta?",Conta Internacional
A Nomad tem alguma tipo de camada extra de segurança? Tipo autenticação de 2F? Pois não achei nada relacionado a isso lá,Conta Internacional
Como faz p investir ? Qual melhor ? Com quanto começa? E quanto se ganha ? É por mês?,Investimentos no Exterior
"Bom dia, amigo! Se eu adicionar dinheiro na ""conta investimento"", depois eu posso transferir para a ""conta corrente""? Porque o IOF é menor... Depois de um tempo, o dinheiro em ""conta investimento"" pode ser utilizado para uma transferência para alguma empresa americana? Tenho planos para utilizar o valor daqui um ano para um projeto meu no USA. Obrigado!",Investimentos no Exterior
Uma dúvida! Eu posso fazer um Pix da conta Nubank para a Nomad e fazendo o Câmbio?,Conta Internacional
Fiz uma transferência na Sabado. Demora pra cair ?,Conta Internacional
"parece bom, ms queria saber se é uma boa receber dinheiro do youtube nela",Conta Internacional
"Tenho dinheiro investido em ETf's,estou com uma emergência preciso sacar o dinheiro investido,como faço?",Investimentos no Exterior
Vc poderia me dar melhor informação a respeito de resgate de investimentos,Investimentos no Exterior
"Não é recomendado investir em corretoras estrangeiras com CNPJ no Brasil. Se o governo quiser, pode bloquear seu dinheiro nessas corretoras.",Investimentos no Exterior
Eles tem cartao fisico manda para nosso endereço como funciona o cartão da Nomad??,Conta Internacional
"Abrir a conta, criei o cartão virtual na consegui usar; mico total; duas horas na loja da apple tentando usar sem sucesso. Não recomendo usar esse Nomad; é furada… gastei 5 horas do meu tempo precioso em miami para falar com o suporte deles que é um lixo; vou processa-Los por danos morais  e estou pedindo que desfaçam toda a transação e devolvam meu valor original em real. Filmei tudo. É muita dor de cabeça para pouca economia e se precisar deles vai te deixar na mão e no exterior.",Conta Internacional
A nomad está negando a transferência de custódia pra outra corretora alegando não transferir posições fracionadas. Peço a fundamentação legal e ninguém me retorna. Lamentável.,Investimentos no Exterior
Eu abri pensando que poderia simplismente guardar,Investimentos no Exterior
Eu ia abrir uma conta até ver no RECLAME AQUI diversas pessoas dizendo que o dinheiro simplesmente sumiu da conta ...😱 (?) e a resposta da nômade é: [Identificamos uma instabilidade que impactou na visualização do seu saldo em reais.  Atuamos com brevidade e a situação já foi sanada]  Outra questão preocupante que ninguém para prá pensar e questionar: E se clonarem o seu cartão no exterior??? 🧐,Conta Internacional
Nossa amei a sua explicação sou leiga no assunto mas entendi alguma coisa e vou ouvi de novo  Só tô em dúvida de como vou passar dinheiro para Nomad sendo que não tenho dados bancário do Nomad oque fazer ?,Conta Internacional
"Demora até 6hs para o dinheiro cair, qdo converte em dólar 💲. Ele esqueceu de mencionar isso",Conta Internacional
"Uma dúvida, se todo mes eu depositar X real na Nomad, e depois de 1 ano ou posso sacar esse valor que foi depositado durante 1 ano??",Investimentos no Exterior
"Tira uma dúvida fiz agora , no caso quero guarda dinheiro, ele me rende alguma coisa ? No casa se eu quiser tirar tbm concigo",Investimentos no Exterior
Olá uma duvida agora com esta movimentação de pix é possivel receber o valor direto pela conta americana da Nomade ? Pagando menos tacha direto na conta investimento?,Conta Internacional
"Fiz uma venda de ações, o dinheiro está disponível para investimento, mas preciso transferir para minha conta corrente da nômade, mas não aparece dinheiro disponível para transferir",Investimentos no Exterior
é verdade que se eu for tirar o dinheiro eles cobram 10 dolares?,Conta Internacional
Trabalho nos Estados Unidos tem como a empresa depositar o meu pagamento na nomad,Conta Internacional
"Se a pessoal investe 5 dólares no mês x, no caso o rendimento cai apenas no próximo mês y.????",Investimentos no Exterior
Tem como transferir por pix com os dados da conta da nomad,Conta Internacional
O meu vai em menos de 1 minuto,Conta Internacional
Posso mandar pix  do mercado pago para nomad ?,Conta Internacional
"Nunca coloquem dinheiro na Nomad…estou vindo contar meu caso…tinha dólares lá e simplesmente de um mês para o outro o dinheiro sumiu e ninguém faz nada para resolver, já imaginou guardar dinheiro para uma viajem e no mês da sua viajem o dinheiro some e ninguem faz nada? Não confiem na Nomad simples assim.",Conta Internacional
Perdi o salda na conta da nômad o que fazer🤔,Conta Internacional
"Sou obrigado a adquirir o cartão físico? Pois não quero pagar os $20,00.",Conta Internacional
bom dia  como eu vejo o meu investimento na nomade,Investimentos no Exterior
"pergunto: posso resgatar o dólar após uma valorização,  convertendo em real?",Investimentos no Exterior
A taxa de voltar ao real as taxas são as mesmas?,Conta Internacional
"Tenho uma dúvida! Posso gastar com o cartão aqui e a fatura ser paga em dólar com o $$ que teria lá fora? Tipo o caminho inverso que fazemo, gastamos em real fora e depois pagamos em reais",Conta Internacional
"TENHO UMA DÚVIDA, eu consigo fazer o cambio da minha moeda em outra app como a wise e ja mandar a moeda em dolar para a conta do nomad???",Conta Internacional
Posso usar a conta pra receber pagamento em dolares,Conta Internacional
da pra usar no Brasil?,Conta Internacional
Outra duvida tem juros em cima do dinheiro depositado como cdb por exemplo?,Investimentos no Exterior
Queria tirar uma dúvida se a minha conta ficar parada ele cobra tarifa mensal igual aos bancos do brasil poderia tirar essa dúvida valeu obrigado.,Conta Internacional
da para investir diretamente nas Stocks pela Nomad? ou sao BDRs?,Investimentos no Exterior
Olá posso usar este cartão aqui no Brasil ? No caso meus dólares são convertidos em reais caso eu usar o cartão aqui no BR ?,Conta Internacional
se eu deixar o dinheiro na conta corrente do Nomad e o dolar no brasil subir ao retirar ele corrige tbm?,Conta Internacional
Eu posso abrir uma conta com a nomad nos estados unidos onde moro usando o PIX de um Banco no Brasil?,Conta Internacional
É fácil fazer declaração do imposto de renda na conta nomad?,Investimentos no Exterior
"Boa noite, gostaria de saber se acontecer do governo brasileiro fazer um confisco de dinheiro nos bancos brasileiros, meu dinheiro na nomad pode ser confiscado também?",Conta Internacional
nao existe cartao de credito?,Conta Internacional
"No App mostra taxa operacional de 2% tanto para adicionar, quanto para transferir o dinheiro da conta, é isso mesmo?",Conta Internacional
Poxa c doce bom c não tivesse como colocar esse dinheiro na declaração de imposto de renda seria legal,Investimentos no Exterior
Quanto tempo demora para cair quando transfere de Nomad para Nomad em USD? Tem taxa?,Conta Internacional
"Um cliente que tem conta na XP , tem investimentos na bolsa EUA. É possível fazer a portabilidade das ações no EUA da XP para a Nomad?",Investimentos no Exterior
"Dúvida, com o fim do sigilo bancário, a Nomad se encaixa nessa categoria de passar informação para os estados ?",Conta Internacional
A nomade está sujeito à nova lei do sigilo bancário?,Conta Internacional
"Oi... se eu comprar ações e etf que pagam dividendos,  recebo esses dividendos direto na minha conta Nomad??",Investimentos no Exterior
